zip,ssacnty,ssastco,countyname,city,stabbr,state
68854,400,28400,Hamilton,Marquette,NE,Nebraska
68855,090,28090,Buffalo,Mason City,NE,Nebraska
68855,200,28200,Custer,Mason City,NE,Nebraska
68856,200,28200,Custer,Merna,NE,Nebraska
68858,230,28230,Dawson,Miller,NE,Nebraska
68858,200,28200,Custer,Miller,NE,Nebraska
68858,090,28090,Buffalo,Miller,NE,Nebraska
68859,870,28870,Valley,North Loup,NE,Nebraska
68859,810,28810,Sherman,North Loup,NE,Nebraska
68859,380,28380,Greeley,North Loup,NE,Nebraska
68860,200,28200,Custer,Oconto,NE,Nebraska
68860,230,28230,Dawson,Oconto,NE,Nebraska
68861,090,28090,Buffalo,Odessa,NE,Nebraska
68862,350,28350,Garfield,Ord,NE,Nebraska
68862,870,28870,Valley,Ord,NE,Nebraska
68863,230,28230,Dawson,Overton,NE,Nebraska
68864,620,28620,Nance,Palmer,NE,Nebraska
68864,460,28460,Howard,Palmer,NE,Nebraska
68864,600,28600,Merrick,Palmer,NE,Nebraska
68865,390,28390,Hall,Phillips,NE,Nebraska
68865,400,28400,Hamilton,Phillips,NE,Nebraska
68866,200,28200,Custer,Pleasanton,NE,Nebraska
68866,090,28090,Buffalo,Pleasanton,NE,Nebraska
68869,810,28810,Sherman,Ravenna,NE,Nebraska
68869,390,28390,Hall,Ravenna,NE,Nebraska
68869,090,28090,Buffalo,Ravenna,NE,Nebraska
68870,090,28090,Buffalo,Riverdale,NE,Nebraska
68871,810,28810,Sherman,Rockville,NE,Nebraska
68872,460,28460,Howard,Saint Libory,NE,Nebraska
68872,390,28390,Hall,Saint Libory,NE,Nebraska
68872,600,28600,Merrick,Saint Libory,NE,Nebraska
68873,460,28460,Howard,Saint Paul,NE,Nebraska
68874,200,28200,Custer,Sargent,NE,Nebraska
68874,570,28570,Loup,Sargent,NE,Nebraska
68875,460,28460,Howard,Scotia,NE,Nebraska
68875,380,28380,Greeley,Scotia,NE,Nebraska
68876,090,28090,Buffalo,Shelton,NE,Nebraska
68876,390,28390,Hall,Shelton,NE,Nebraska
68876,490,28490,Kearney,Shelton,NE,Nebraska
68878,230,28230,Dawson,Sumner,NE,Nebraska
68878,200,28200,Custer,Sumner,NE,Nebraska
68879,570,28570,Loup,Taylor,NE,Nebraska
68881,200,28200,Custer,Westerville,NE,Nebraska
68882,050,28050,Boone,Wolbach,NE,Nebraska
68882,380,28380,Greeley,Wolbach,NE,Nebraska
68882,620,28620,Nance,Wolbach,NE,Nebraska
68882,460,28460,Howard,Wolbach,NE,Nebraska
68883,390,28390,Hall,Wood River,NE,Nebraska
68901,000,28000,Adams,Hastings,NE,Nebraska
68901,170,28170,Clay,Hastings,NE,Nebraska
68901,390,28390,Hall,Hastings,NE,Nebraska
68902,000,28000,Adams,Hastings,NE,Nebraska
68920,410,28410,Harlan,Alma,NE,Nebraska
68922,360,28360,Gosper,Arapahoe,NE,Nebraska
68922,320,28320,Furnas,Arapahoe,NE,Nebraska
68923,680,28680,Phelps,Atlanta,NE,Nebraska
68924,680,28680,Phelps,Axtell,NE,Nebraska
68924,490,28490,Kearney,Axtell,NE,Nebraska
68925,000,28000,Adams,Ayr,NE,Nebraska
68926,320,28320,Furnas,Beaver City,NE,Nebraska
68927,360,28360,Gosper,Bertrand,NE,Nebraska
68927,680,28680,Phelps,Bertrand,NE,Nebraska
68928,900,28900,Webster,Bladen,NE,Nebraska
68928,000,28000,Adams,Bladen,NE,Nebraska
68928,540,28540,Lancaster,Bladen,NE,Nebraska
68929,300,28300,Franklin,Bloomington,NE,Nebraska
68930,000,28000,Adams,Blue Hill,NE,Nebraska
68930,900,28900,Webster,Blue Hill,NE,Nebraska
68932,000,28000,Adams,Campbell,NE,Nebraska
68932,300,28300,Franklin,Campbell,NE,Nebraska
68932,490,28490,Kearney,Campbell,NE,Nebraska
68932,900,28900,Webster,Campbell,NE,Nebraska
68933,170,28170,Clay,Clay Center,NE,Nebraska
68934,640,28640,Nuckolls,Deweese,NE,Nebraska
68934,170,28170,Clay,Deweese,NE,Nebraska
68935,640,28640,Nuckolls,Edgar,NE,Nebraska
68935,170,28170,Clay,Edgar,NE,Nebraska
68936,320,28320,Furnas,Edison,NE,Nebraska
68936,380,28380,Greeley,Edison,NE,Nebraska
68937,360,28360,Gosper,Elwood,NE,Nebraska
68937,310,28310,Frontier,Elwood,NE,Nebraska
68937,230,28230,Dawson,Elwood,NE,Nebraska
68938,170,28170,Clay,Fairfield,NE,Nebraska
68939,300,28300,Franklin,Franklin,NE,Nebraska
68940,680,28680,Phelps,Funk,NE,Nebraska
68941,000,28000,Adams,Glenvil,NE,Nebraska
68941,170,28170,Clay,Glenvil,NE,Nebraska
68942,900,28900,Webster,Guide Rock,NE,Nebraska
68942,640,28640,Nuckolls,Guide Rock,NE,Nebraska
68943,840,28840,Thayer,Hardy,NE,Nebraska
68943,640,28640,Nuckolls,Hardy,NE,Nebraska
68944,170,28170,Clay,Harvard,NE,Nebraska
68945,490,28490,Kearney,Heartwell,NE,Nebraska
68945,000,28000,Adams,Heartwell,NE,Nebraska
68946,320,28320,Furnas,Hendley,NE,Nebraska
68947,300,28300,Franklin,Hildreth,NE,Nebraska
68947,490,28490,Kearney,Hildreth,NE,Nebraska
68948,310,28310,Frontier,Holbrook,NE,Nebraska
68948,320,28320,Furnas,Holbrook,NE,Nebraska
68948,360,28360,Gosper,Holbrook,NE,Nebraska
68949,410,28410,Harlan,Holdrege,NE,Nebraska
68949,680,28680,Phelps,Holdrege,NE,Nebraska
68950,000,28000,Adams,Holstein,NE,Nebraska
68952,900,28900,Webster,Inavale,NE,Nebraska
68954,170,28170,Clay,Inland,NE,Nebraska
68955,000,28000,Adams,Juniata,NE,Nebraska
68956,090,28090,Buffalo,Kenesaw,NE,Nebraska
68956,490,28490,Kearney,Kenesaw,NE,Nebraska
68956,000,28000,Adams,Kenesaw,NE,Nebraska
68956,390,28390,Hall,Kenesaw,NE,Nebraska
68957,000,28000,Adams,Lawrence,NE,Nebraska
68957,170,28170,Clay,Lawrence,NE,Nebraska
68957,900,28900,Webster,Lawrence,NE,Nebraska
68957,640,28640,Nuckolls,Lawrence,NE,Nebraska
68958,680,28680,Phelps,Loomis,NE,Nebraska
68959,490,28490,Kearney,Minden,NE,Nebraska
68960,410,28410,Harlan,Naponee,NE,Nebraska
68960,300,28300,Franklin,Naponee,NE,Nebraska
68961,640,28640,Nuckolls,Nelson,NE,Nebraska
68964,840,28840,Thayer,Oak,NE,Nebraska
68964,640,28640,Nuckolls,Oak,NE,Nebraska
68966,410,28410,Harlan,Orleans,NE,Nebraska
68967,410,28410,Harlan,Oxford,NE,Nebraska
68967,320,28320,Furnas,Oxford,NE,Nebraska
68969,410,28410,Harlan,Ragan,NE,Nebraska
68970,900,28900,Webster,Red Cloud,NE,Nebraska
68971,410,28410,Harlan,Republican City,NE,Nebraska
68972,300,28300,Franklin,Riverton,NE,Nebraska
68973,000,28000,Adams,Roseland,NE,Nebraska
68974,640,28640,Nuckolls,Ruskin,NE,Nebraska
68974,840,28840,Thayer,Ruskin,NE,Nebraska
68975,170,28170,Clay,Saronville,NE,Nebraska
68976,360,28360,Gosper,Smithfield,NE,Nebraska
68977,410,28410,Harlan,Stamford,NE,Nebraska
68977,320,28320,Furnas,Stamford,NE,Nebraska
68978,640,28640,Nuckolls,Superior,NE,Nebraska
68979,920,28920,York,Sutton,NE,Nebraska
68979,400,28400,Hamilton,Sutton,NE,Nebraska
68979,290,28290,Fillmore,Sutton,NE,Nebraska
68979,170,28170,Clay,Sutton,NE,Nebraska
68980,400,28400,Hamilton,Trumbull,NE,Nebraska
68980,390,28390,Hall,Trumbull,NE,Nebraska
68980,170,28170,Clay,Trumbull,NE,Nebraska
68980,000,28000,Adams,Trumbull,NE,Nebraska
68981,300,28300,Franklin,Upland,NE,Nebraska
68981,490,28490,Kearney,Upland,NE,Nebraska
68982,410,28410,Harlan,Wilcox,NE,Nebraska
68982,680,28680,Phelps,Wilcox,NE,Nebraska
68982,300,28300,Franklin,Wilcox,NE,Nebraska
68982,490,28490,Kearney,Wilcox,NE,Nebraska
69001,430,28430,Hitchcock,Mc Cook,NE,Nebraska
69001,720,28720,Red Willow,Mc Cook,NE,Nebraska
69001,420,28420,Hayes,Mc Cook,NE,Nebraska
69001,310,28310,Frontier,Mc Cook,NE,Nebraska
69020,720,28720,Red Willow,Bartley,NE,Nebraska
69021,280,28280,Dundy,Benkelman,NE,Nebraska
69022,320,28320,Furnas,Cambridge,NE,Nebraska
69022,310,28310,Frontier,Cambridge,NE,Nebraska
69022,720,28720,Red Willow,Cambridge,NE,Nebraska
69022,360,28360,Gosper,Cambridge,NE,Nebraska
69023,140,28140,Chase,Champion,NE,Nebraska
69024,720,28720,Red Willow,Culbertson,NE,Nebraska
69024,420,28420,Hayes,Culbertson,NE,Nebraska
69024,430,28430,Hitchcock,Culbertson,NE,Nebraska
69025,550,28550,Lincoln,Curtis,NE,Nebraska
69025,310,28310,Frontier,Curtis,NE,Nebraska
69026,720,28720,Red Willow,Danbury,NE,Nebraska
69027,140,28140,Chase,Enders,NE,Nebraska
69027,280,28280,Dundy,Enders,NE,Nebraska
69028,360,28360,Gosper,Eustis,NE,Nebraska
69028,310,28310,Frontier,Eustis,NE,Nebraska
69028,230,28230,Dawson,Eustis,NE,Nebraska
69029,230,28230,Dawson,Farnam,NE,Nebraska
69029,550,28550,Lincoln,Farnam,NE,Nebraska
69030,280,28280,Dundy,Haigler,NE,Nebraska
69032,420,28420,Hayes,Hayes Center,NE,Nebraska
69033,140,28140,Chase,Imperial,NE,Nebraska
69033,670,28670,Perkins,Imperial,NE,Nebraska
69034,720,28720,Red Willow,Indianola,NE,Nebraska
69034,310,28310,Frontier,Indianola,NE,Nebraska
69036,720,28720,Red Willow,Lebanon,NE,Nebraska
69037,280,28280,Dundy,Max,NE,Nebraska
69038,550,28550,Lincoln,Maywood,NE,Nebraska
69038,310,28310,Frontier,Maywood,NE,Nebraska
69039,550,28550,Lincoln,Moorefield,NE,Nebraska
69039,310,28310,Frontier,Moorefield,NE,Nebraska
69040,430,28430,Hitchcock,Palisade,NE,Nebraska
69040,420,28420,Hayes,Palisade,NE,Nebraska
69041,280,28280,Dundy,Parks,NE,Nebraska
69042,310,28310,Frontier,Stockville,NE,Nebraska
69043,430,28430,Hitchcock,Stratton,NE,Nebraska
69043,280,28280,Dundy,Stratton,NE,Nebraska
69044,430,28430,Hitchcock,Trenton,NE,Nebraska
69045,430,28430,Hitchcock,Wauneta,NE,Nebraska
69045,140,28140,Chase,Wauneta,NE,Nebraska
69045,280,28280,Dundy,Wauneta,NE,Nebraska
69045,420,28420,Hayes,Wauneta,NE,Nebraska
69046,720,28720,Red Willow,Wilsonville,NE,Nebraska
69046,320,28320,Furnas,Wilsonville,NE,Nebraska
69101,550,28550,Lincoln,North Platte,NE,Nebraska
69103,550,28550,Lincoln,North Platte,NE,Nebraska
69120,200,28200,Custer,Arnold,NE,Nebraska
69120,550,28550,Lincoln,Arnold,NE,Nebraska
69120,560,28560,Logan,Arnold,NE,Nebraska
69121,020,28020,Arthur,Arthur,NE,Nebraska
69122,500,28500,Keith,Big Springs,NE,Nebraska
69122,340,28340,Garden,Big Springs,NE,Nebraska
69122,240,28240,Deuel,Big Springs,NE,Nebraska
69122,670,28670,Perkins,Big Springs,NE,Nebraska
69123,550,28550,Lincoln,Brady,NE,Nebraska
69125,610,28610,Morrill,Broadwater,NE,Nebraska
69127,500,28500,Keith,Brule,NE,Nebraska
69127,670,28670,Perkins,Brule,NE,Nebraska
69128,520,28520,Kimball,Bushnell,NE,Nebraska
69129,240,28240,Deuel,Chappell,NE,Nebraska
69130,200,28200,Custer,Cozad,NE,Nebraska
69130,230,28230,Dawson,Cozad,NE,Nebraska
69131,160,28160,Cheyenne,Dalton,NE,Nebraska
69132,550,28550,Lincoln,Dickens,NE,Nebraska
69133,160,28160,Cheyenne,Dix,NE,Nebraska
69133,520,28520,Kimball,Dix,NE,Nebraska
69134,670,28670,Perkins,Elsie,NE,Nebraska
69135,150,28150,Cherry,Elsmere,NE,Nebraska
69135,080,28080,Brown,Elsmere,NE,Nebraska
69138,200,28200,Custer,Gothenburg,NE,Nebraska
69138,230,28230,Dawson,Gothenburg,NE,Nebraska
69138,550,28550,Lincoln,Gothenburg,NE,Nebraska
69140,670,28670,Perkins,Grant,NE,Nebraska
69141,160,28160,Cheyenne,Gurley,NE,Nebraska
69142,850,28850,Thomas,Halsey,NE,Nebraska
69143,550,28550,Lincoln,Hershey,NE,Nebraska
69144,500,28500,Keith,Keystone,NE,Nebraska
69145,030,28030,Banner,Kimball,NE,Nebraska
69145,520,28520,Kimball,Kimball,NE,Nebraska
69146,500,28500,Keith,Lemoyne,NE,Nebraska
69147,340,28340,Garden,Lewellen,NE,Nebraska
69147,500,28500,Keith,Lewellen,NE,Nebraska
69148,340,28340,Garden,Lisco,NE,Nebraska
69149,240,28240,Deuel,Lodgepole,NE,Nebraska
69149,340,28340,Garden,Lodgepole,NE,Nebraska
69149,160,28160,Cheyenne,Lodgepole,NE,Nebraska
69150,670,28670,Perkins,Madrid,NE,Nebraska
69151,550,28550,Lincoln,Maxwell,NE,Nebraska
69152,450,28450,Hooker,Mullen,NE,Nebraska
69153,670,28670,Perkins,Ogallala,NE,Nebraska
69153,500,28500,Keith,Ogallala,NE,Nebraska
69154,340,28340,Garden,Oshkosh,NE,Nebraska
69155,580,28580,McPherson,Paxton,NE,Nebraska
69155,020,28020,Arthur,Paxton,NE,Nebraska
69155,670,28670,Perkins,Paxton,NE,Nebraska
69155,500,28500,Keith,Paxton,NE,Nebraska
69156,160,28160,Cheyenne,Potter,NE,Nebraska
69157,040,28040,Blaine,Purdum,NE,Nebraska
69157,150,28150,Cherry,Purdum,NE,Nebraska
69157,850,28850,Thomas,Purdum,NE,Nebraska
69157,080,28080,Brown,Purdum,NE,Nebraska
69160,160,28160,Cheyenne,Sidney,NE,Nebraska
69161,150,28150,Cherry,Seneca,NE,Nebraska
69161,850,28850,Thomas,Seneca,NE,Nebraska
69162,160,28160,Cheyenne,Sidney,NE,Nebraska
69163,560,28560,Logan,Stapleton,NE,Nebraska
69163,550,28550,Lincoln,Stapleton,NE,Nebraska
69165,550,28550,Lincoln,Sutherland,NE,Nebraska
69165,500,28500,Keith,Sutherland,NE,Nebraska
69166,850,28850,Thomas,Thedford,NE,Nebraska
69167,580,28580,McPherson,Tryon,NE,Nebraska
69168,670,28670,Perkins,Venango,NE,Nebraska
69168,140,28140,Chase,Venango,NE,Nebraska
69169,670,28670,Perkins,Wallace,NE,Nebraska
69169,420,28420,Hayes,Wallace,NE,Nebraska
69169,550,28550,Lincoln,Wallace,NE,Nebraska
69170,550,28550,Lincoln,Wellfleet,NE,Nebraska
69171,230,28230,Dawson,Willow Island,NE,Nebraska
69201,600,28600,Merrick,Valentine,NE,Nebraska
69201,150,28150,Cherry,Valentine,NE,Nebraska
69210,510,28510,Keya Paha,Ainsworth,NE,Nebraska
69210,080,28080,Brown,Ainsworth,NE,Nebraska
69211,150,28150,Cherry,Cody,NE,Nebraska
69212,150,28150,Cherry,Crookston,NE,Nebraska
69214,510,28510,Keya Paha,Johnstown,NE,Nebraska
69214,080,28080,Brown,Johnstown,NE,Nebraska
69214,150,28150,Cherry,Johnstown,NE,Nebraska
69216,150,28150,Cherry,Kilgore,NE,Nebraska
69217,080,28080,Brown,Long Pine,NE,Nebraska
69218,150,28150,Cherry,Merriman,NE,Nebraska
69219,150,28150,Cherry,Nenzel,NE,Nebraska
69220,150,28150,Cherry,Sparks,NE,Nebraska
69221,150,28150,Cherry,Wood Lake,NE,Nebraska
69301,820,28820,Sioux,Alliance,NE,Nebraska
69301,060,28060,Box Butte,Alliance,NE,Nebraska
69331,610,28610,Morrill,Angora,NE,Nebraska
69333,370,28370,Grant,Ashby,NE,Nebraska
69334,030,28030,Banner,Bayard,NE,Nebraska
69334,610,28610,Morrill,Bayard,NE,Nebraska
69334,780,28780,Scotts Bluff,Bayard,NE,Nebraska
69334,060,28060,Box Butte,Bayard,NE,Nebraska
69335,340,28340,Garden,Bingham,NE,Nebraska
69335,800,28800,Sheridan,Bingham,NE,Nebraska
69336,610,28610,Morrill,Bridgeport,NE,Nebraska
69337,220,28220,Dawes,Chadron,NE,Nebraska
69339,220,28220,Dawes,Crawford,NE,Nebraska
69340,800,28800,Sheridan,Ellsworth,NE,Nebraska
69341,820,28820,Sioux,Gering,NE,Nebraska
69341,030,28030,Banner,Gering,NE,Nebraska
69341,780,28780,Scotts Bluff,Gering,NE,Nebraska
69343,800,28800,Sheridan,Gordon,NE,Nebraska
69343,150,28150,Cherry,Gordon,NE,Nebraska
69345,030,28030,Banner,Harrisburg,NE,Nebraska
69346,820,28820,Sioux,Harrison,NE,Nebraska
69347,800,28800,Sheridan,Hay Springs,NE,Nebraska
69348,220,28220,Dawes,Hemingford,NE,Nebraska
69348,060,28060,Box Butte,Hemingford,NE,Nebraska
69348,820,28820,Sioux,Hemingford,NE,Nebraska
69350,370,28370,Grant,Hyannis,NE,Nebraska
69351,800,28800,Sheridan,Lakeside,NE,Nebraska
69352,780,28780,Scotts Bluff,Lyman,NE,Nebraska
69353,780,28780,Scotts Bluff,McGrew,NE,Nebraska
69354,220,28220,Dawes,Marsland,NE,Nebraska
69355,780,28780,Scotts Bluff,Melbeta,NE,Nebraska
69356,780,28780,Scotts Bluff,Minatare,NE,Nebraska
69357,780,28780,Scotts Bluff,Mitchell,NE,Nebraska
69358,780,28780,Scotts Bluff,Morrill,NE,Nebraska
69360,800,28800,Sheridan,Rushville,NE,Nebraska
69361,780,28780,Scotts Bluff,Scottsbluff,NE,Nebraska
69363,780,28780,Scotts Bluff,Scottsbluff,NE,Nebraska
69365,800,28800,Sheridan,Whiteclay,NE,Nebraska
69366,370,28370,Grant,Whitman,NE,Nebraska
69367,220,28220,Dawes,Whitney,NE,Nebraska
70001,350,19350,Orleans,Metairie,LA,Louisiana
70001,250,19250,Jefferson,Metairie,LA,Louisiana
70002,250,19250,Jefferson,Metairie,LA,Louisiana
70003,250,19250,Jefferson,Metairie,LA,Louisiana
70004,250,19250,Jefferson,Metairie,LA,Louisiana
70005,250,19250,Jefferson,Metairie,LA,Louisiana
70006,250,19250,Jefferson,Metairie,LA,Louisiana
70009,250,19250,Jefferson,Metairie,LA,Louisiana
70010,250,19250,Jefferson,Metairie,LA,Louisiana
70011,250,19250,Jefferson,Metairie,LA,Louisiana
70030,440,19440,St Charles,Des Allemands,LA,Louisiana
70031,440,19440,St Charles,Ama,LA,Louisiana
70032,430,19430,St Bernard,Arabi,LA,Louisiana
70033,250,19250,Jefferson,Metairie,LA,Louisiana
70036,250,19250,Jefferson,Barataria,LA,Louisiana
70037,370,19370,Plaquemines,Belle Chasse,LA,Louisiana
70038,370,19370,Plaquemines,Boothville,LA,Louisiana
70039,440,19440,St Charles,Boutte,LA,Louisiana
70040,370,19370,Plaquemines,Braithwaite,LA,Louisiana
70041,370,19370,Plaquemines,Buras,LA,Louisiana
70043,430,19430,St Bernard,Chalmette,LA,Louisiana
70044,430,19430,St Bernard,Chalmette,LA,Louisiana
70047,440,19440,St Charles,Destrehan,LA,Louisiana
70049,470,19470,St John the Baptist,Edgard,LA,Louisiana
70050,370,19370,Plaquemines,Empire,LA,Louisiana
70051,470,19470,St John the Baptist,Garyville,LA,Louisiana
70052,460,19460,St James,Gramercy,LA,Louisiana
70053,250,19250,Jefferson,Gretna,LA,Louisiana
70054,250,19250,Jefferson,Gretna,LA,Louisiana
70055,250,19250,Jefferson,Metairie,LA,Louisiana
70056,250,19250,Jefferson,Gretna,LA,Louisiana
70057,440,19440,St Charles,Hahnville,LA,Louisiana
70058,250,19250,Jefferson,Harvey,LA,Louisiana
70059,250,19250,Jefferson,Harvey,LA,Louisiana
70060,250,19250,Jefferson,Metairie,LA,Louisiana
70062,250,19250,Jefferson,Kenner,LA,Louisiana
70063,250,19250,Jefferson,Kenner,LA,Louisiana
70064,250,19250,Jefferson,Kenner,LA,Louisiana
70065,250,19250,Jefferson,Kenner,LA,Louisiana
70067,250,19250,Jefferson,Lafitte,LA,Louisiana
70068,470,19470,St John the Baptist,La Place,LA,Louisiana
70069,470,19470,St John the Baptist,La Place,LA,Louisiana
70070,440,19440,St Charles,Luling,LA,Louisiana
70071,460,19460,St James,Lutcher,LA,Louisiana
70072,250,19250,Jefferson,Marrero,LA,Louisiana
70073,250,19250,Jefferson,Marrero,LA,Louisiana
70075,430,19430,St Bernard,Meraux,LA,Louisiana
70076,470,19470,St John the Baptist,Mount Airy,LA,Louisiana
70078,440,19440,St Charles,New Sarpy,LA,Louisiana
70079,440,19440,St Charles,Norco,LA,Louisiana
70080,440,19440,St Charles,Paradis,LA,Louisiana
70081,370,19370,Plaquemines,Pilottown,LA,Louisiana
70082,370,19370,Plaquemines,Pointe a La Hache,LA,Louisiana
70083,370,19370,Plaquemines,Port Sulphur,LA,Louisiana
70084,470,19470,St John the Baptist,Reserve,LA,Louisiana
70085,430,19430,St Bernard,Saint Bernard,LA,Louisiana
70086,460,19460,St James,Saint James,LA,Louisiana
70087,440,19440,St Charles,Saint Rose,LA,Louisiana
70090,460,19460,St James,Vacherie,LA,Louisiana
70091,370,19370,Plaquemines,Venice,LA,Louisiana
70092,430,19430,St Bernard,Violet,LA,Louisiana
70094,250,19250,Jefferson,Westwego,LA,Louisiana
70112,350,19350,Orleans,New Orleans,LA,Louisiana
70112,250,19250,Jefferson,New Orleans,LA,Louisiana
70113,350,19350,Orleans,New Orleans,LA,Louisiana
70114,350,19350,Orleans,New Orleans,LA,Louisiana
70115,350,19350,Orleans,New Orleans,LA,Louisiana
70115,250,19250,Jefferson,New Orleans,LA,Louisiana
70116,350,19350,Orleans,New Orleans,LA,Louisiana
70117,350,19350,Orleans,New Orleans,LA,Louisiana
70118,350,19350,Orleans,New Orleans,LA,Louisiana
70119,350,19350,Orleans,New Orleans,LA,Louisiana
70121,250,19250,Jefferson,New Orleans,LA,Louisiana
70121,350,19350,Orleans,New Orleans,LA,Louisiana
70122,350,19350,Orleans,New Orleans,LA,Louisiana
70123,250,19250,Jefferson,New Orleans,LA,Louisiana
70123,350,19350,Orleans,New Orleans,LA,Louisiana
70124,350,19350,Orleans,New Orleans,LA,Louisiana
70125,350,19350,Orleans,New Orleans,LA,Louisiana
70126,350,19350,Orleans,New Orleans,LA,Louisiana
70127,350,19350,Orleans,New Orleans,LA,Louisiana
70128,350,19350,Orleans,New Orleans,LA,Louisiana
70129,250,19250,Jefferson,New Orleans,LA,Louisiana
70129,350,19350,Orleans,New Orleans,LA,Louisiana
70130,350,19350,Orleans,New Orleans,LA,Louisiana
70131,350,19350,Orleans,New Orleans,LA,Louisiana
70139,350,19350,Orleans,New Orleans,LA,Louisiana
70140,350,19350,Orleans,New Orleans,LA,Louisiana
70141,250,19250,Jefferson,New Orleans,LA,Louisiana
70142,350,19350,Orleans,New Orleans,LA,Louisiana
70143,350,19350,Orleans,New Orleans,LA,Louisiana
70145,350,19350,Orleans,New Orleans,LA,Louisiana
70146,370,19370,Plaquemines,New Orleans,LA,Louisiana
70146,350,19350,Orleans,New Orleans,LA,Louisiana
70148,350,19350,Orleans,New Orleans,LA,Louisiana
70149,350,19350,Orleans,New Orleans,LA,Louisiana
70150,350,19350,Orleans,New Orleans,LA,Louisiana
70151,350,19350,Orleans,New Orleans,LA,Louisiana
70152,350,19350,Orleans,New Orleans,LA,Louisiana
70153,350,19350,Orleans,New Orleans,LA,Louisiana
70154,350,19350,Orleans,New Orleans,LA,Louisiana
70156,520,19520,Tangipahoa,New Orleans,LA,Louisiana
70156,350,19350,Orleans,New Orleans,LA,Louisiana
70157,350,19350,Orleans,New Orleans,LA,Louisiana
70158,350,19350,Orleans,New Orleans,LA,Louisiana
70159,350,19350,Orleans,New Orleans,LA,Louisiana
70160,350,19350,Orleans,New Orleans,LA,Louisiana
70161,350,19350,Orleans,New Orleans,LA,Louisiana
70162,350,19350,Orleans,New Orleans,LA,Louisiana
70163,350,19350,Orleans,New Orleans,LA,Louisiana
70164,350,19350,Orleans,New Orleans,LA,Louisiana
70165,350,19350,Orleans,New Orleans,LA,Louisiana
70166,350,19350,Orleans,New Orleans,LA,Louisiana
70167,350,19350,Orleans,New Orleans,LA,Louisiana
70170,350,19350,Orleans,New Orleans,LA,Louisiana
70172,350,19350,Orleans,New Orleans,LA,Louisiana
70174,350,19350,Orleans,New Orleans,LA,Louisiana
70175,350,19350,Orleans,New Orleans,LA,Louisiana
70176,350,19350,Orleans,New Orleans,LA,Louisiana
70177,350,19350,Orleans,New Orleans,LA,Louisiana
70178,350,19350,Orleans,New Orleans,LA,Louisiana
70179,350,19350,Orleans,New Orleans,LA,Louisiana
70181,250,19250,Jefferson,New Orleans,LA,Louisiana
70182,350,19350,Orleans,New Orleans,LA,Louisiana
70183,350,19350,Orleans,New Orleans,LA,Louisiana
70183,250,19250,Jefferson,New Orleans,LA,Louisiana
70184,350,19350,Orleans,New Orleans,LA,Louisiana
70185,350,19350,Orleans,New Orleans,LA,Louisiana
70186,350,19350,Orleans,New Orleans,LA,Louisiana
70189,350,19350,Orleans,New Orleans,LA,Louisiana
70190,350,19350,Orleans,New Orleans,LA,Louisiana
70195,350,19350,Orleans,New Orleans,LA,Louisiana
70301,280,19280,Lafourche,Thibodaux,LA,Louisiana
70302,280,19280,Lafourche,Thibodaux,LA,Louisiana
70310,280,19280,Lafourche,Thibodaux,LA,Louisiana
70339,030,19030,Assumption,Pierre Part,LA,Louisiana
70340,500,19500,St Mary,Amelia,LA,Louisiana
70341,030,19030,Assumption,Belle Rose,LA,Louisiana
70342,500,19500,St Mary,Berwick,LA,Louisiana
70343,540,19540,Terrebonne,Bourg,LA,Louisiana
70344,540,19540,Terrebonne,Chauvin,LA,Louisiana
70345,280,19280,Lafourche,Cut Off,LA,Louisiana
70346,020,19020,Ascension,Donaldsonville,LA,Louisiana
70346,030,19030,Assumption,Donaldsonville,LA,Louisiana
70352,540,19540,Terrebonne,Donner,LA,Louisiana
70353,540,19540,Terrebonne,Dulac,LA,Louisiana
70354,280,19280,Lafourche,Galliano,LA,Louisiana
70355,280,19280,Lafourche,Gheens,LA,Louisiana
70356,540,19540,Terrebonne,Gibson,LA,Louisiana
70357,280,19280,Lafourche,Golden Meadow,LA,Louisiana
70358,250,19250,Jefferson,Grand Isle,LA,Louisiana
70359,540,19540,Terrebonne,Gray,LA,Louisiana
70360,540,19540,Terrebonne,Houma,LA,Louisiana
70361,540,19540,Terrebonne,Houma,LA,Louisiana
70363,540,19540,Terrebonne,Houma,LA,Louisiana
70364,540,19540,Terrebonne,Houma,LA,Louisiana
70364,280,19280,Lafourche,Houma,LA,Louisiana
70371,280,19280,Lafourche,Kraemer,LA,Louisiana
70372,030,19030,Assumption,Labadieville,LA,Louisiana
70373,280,19280,Lafourche,Larose,LA,Louisiana
70374,280,19280,Lafourche,Lockport,LA,Louisiana
70375,280,19280,Lafourche,Mathews,LA,Louisiana
70377,540,19540,Terrebonne,Montegut,LA,Louisiana
70380,030,19030,Assumption,Morgan City,LA,Louisiana
70380,490,19490,St Martin,Morgan City,LA,Louisiana
70380,500,19500,St Mary,Morgan City,LA,Louisiana
70381,500,19500,St Mary,Morgan City,LA,Louisiana
70390,030,19030,Assumption,Napoleonville,LA,Louisiana
70391,030,19030,Assumption,Paincourtville,LA,Louisiana
70392,500,19500,St Mary,Patterson,LA,Louisiana
70393,030,19030,Assumption,Plattenville,LA,Louisiana
70394,280,19280,Lafourche,Raceland,LA,Louisiana
70395,540,19540,Terrebonne,Schriever,LA,Louisiana
70397,540,19540,Terrebonne,Theriot,LA,Louisiana
